College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Unique_Number
CLG0069,111,8.11,8.46,8,No,9,6,2,Yes,4263
CLG0064,95,6.57,6.09,10,No,7,1,1,No,4264
CLG0080,99,5.82,5.89,5,No,10,10,2,No,4265
CLG0036,107,5.2,4.74,5,No,7,3,0,No,4266
CLG0079,104,5.83,5.42,3,No,1,7,1,No,4267
CLG0049,70,7.27,7.48,2,No,5,5,2,No,4268
CLG0081,83,6.24,6.48,9,Yes,6,8,4,No,4269
CLG0077,113,6.29,6.6,6,No,6,7,1,No,4270
CLG0024,98,9.38,9.35,8,Yes,0,7,3,No,4271
CLG0004,92,7.58,7.94,4,Yes,3,1,2,No,4272
CLG0077,79,8.65,8.32,5,No,6,1,5,No,4273
CLG0062,83,5.18,4.93,10,No,5,6,5,No,4274
CLG0009,69,6.83,6.46,5,No,2,8,5,No,4275
CLG0026,98,7.4,7.7,10,No,9,3,5,No,4276
CLG0047,91,5.93,5.66,4,No,9,8,4,No,4277
CLG0016,85,5.6,5.26,2,No,0,8,4,No,4278
CLG0037,98,9.35,9.47,6,No,4,1,5,No,4279
CLG0070,105,9.7,9.28,4,No,10,5,5,No,4280
CLG0011,131,5.39,4.93,4,No,7,9,0,No,4281
CLG0002,77,6.75,6.36,10,Yes,2,10,5,No,4282
CLG0094,117,9.79,9.29,3,No,4,10,5,Yes,4283
CLG0083,114,5.42,5.62,8,No,8,3,0,No,4284
CLG0023,88,8.22,8.28,6,No,7,9,5,Yes,4285
CLG0047,103,9.86,9.57,9,No,10,9,5,Yes,4286
CLG0062,93,9.89,9.62,5,No,8,1,1,No,4287
CLG0076,102,7.36,7.67,6,No,4,2,1,No,4288
CLG0039,122,5.81,5.81,9,No,2,3,3,No,4289
CLG0006,109,6.01,6.21,4,No,10,4,4,No,4290
CLG0036,107,9.45,9.4,10,No,8,5,2,No,4291
CLG0062,93,9.56,9.3,7,Yes,3,5,3,No,4292
CLG0060,77,8.04,8.51,10,No,0,10,5,Yes,4293
CLG0079,96,8.83,8.9,10,Yes,10,5,3,No,4294
CLG0036,118,8.7,8.33,6,No,1,3,3,Yes,4295
CLG0077,77,8.31,8.22,6,No,7,6,5,No,4296
CLG0072,84,9.14,8.97,6,Yes,1,4,2,No,4297
CLG0089,101,8.43,8.14,4,Yes,5,9,5,Yes,4298
CLG0088,85,7.67,8.1,10,No,4,2,3,No,4299
CLG0031,88,6.18,6.56,6,No,8,1,0,No,4300
CLG0040,93,8.72,8.42,7,No,7,7,0,No,4301
CLG0060,79,7.37,7.22,2,No,0,9,0,No,4302
CLG0013,85,6.47,6.73,9,No,2,10,3,No,4303
CLG0093,110,9.01,8.72,7,No,4,9,3,Yes,4304
CLG0096,80,8.48,8.57,3,Yes,7,3,4,No,4305
CLG0037,76,9.69,9.89,10,Yes,6,1,1,No,4306
CLG0061,90,5.83,5.98,10,Yes,1,9,4,No,4307
CLG0018,110,8.25,8.46,7,Yes,6,7,5,No,4308
CLG0090,97,6.22,6.43,10,No,4,8,0,No,4309
CLG0018,93,9.52,9.98,10,No,5,6,1,No,4310
CLG0034,100,5.5,5.35,5,No,7,10,4,No,4311
CLG0054,73,8.28,8.66,9,No,4,6,2,No,4312
CLG0031,107,8.96,8.48,6,No,8,4,2,No,4313
CLG0079,105,6.77,6.56,7,Yes,0,2,2,No,4314
CLG0037,93,9.77,9.32,4,No,4,1,0,No,4315
CLG0084,115,9.25,9.4,2,No,0,6,1,No,4316
CLG0092,83,6.47,6.07,4,Yes,0,9,0,No,4317
CLG0068,116,5.04,5.39,9,No,0,10,2,Yes,4318
CLG0072,102,6.48,6.63,3,No,4,10,3,No,4319
CLG0058,94,6.41,5.94,7,Yes,8,2,0,No,4320
CLG0082,99,9.45,9.66,4,No,1,1,1,No,4321
CLG0096,98,9.84,10.2,3,Yes,5,1,0,No,4322
CLG0053,118,5.35,5.51,5,No,4,7,1,No,4323
CLG0087,83,7.36,6.89,2,No,6,1,5,No,4324
CLG0062,88,7.74,8.1,10,No,6,9,3,Yes,4325
CLG0079,115,5.46,5.69,4,Yes,2,9,4,Yes,4326
CLG0007,91,6.89,6.77,7,No,5,3,1,No,4327
CLG0031,113,6.59,6.42,2,No,2,2,1,No,4328
CLG0096,125,7.68,7.66,10,Yes,1,9,2,Yes,4329
CLG0040,93,8.31,8.68,6,Yes,4,3,2,No,4330
CLG0078,110,8.52,8.27,5,Yes,3,2,3,No,4331
CLG0083,82,5.68,5.28,3,No,3,4,5,No,4332
CLG0050,111,9.06,9.42,5,Yes,3,7,5,Yes,4333
CLG0080,102,8.39,7.92,10,No,7,4,0,No,4334
CLG0009,107,9.45,9.86,7,No,0,8,4,Yes,4335
CLG0065,90,7.25,7.06,3,No,2,5,4,No,4336
CLG0025,75,9.47,9.48,8,No,8,2,3,No,4337
CLG0008,107,9.33,8.96,7,No,2,10,4,Yes,4338
CLG0039,69,7.19,7.59,4,Yes,0,4,0,No,4339
CLG0032,95,6.91,7.16,5,No,4,7,2,No,4340
CLG0008,114,9.66,10.08,10,Yes,3,1,5,Yes,4341
CLG0013,102,8.58,8.76,4,No,9,7,3,No,4342
CLG0067,129,9.64,9.32,2,No,7,3,4,Yes,4343
CLG0066,115,8.98,8.79,9,Yes,10,7,5,Yes,4344
CLG0028,90,8.05,8.04,1,No,10,3,3,No,4345
CLG0004,100,5.58,5.69,8,Yes,8,8,3,No,4346
CLG0023,99,6.46,6.89,4,No,9,4,1,No,4347
CLG0034,76,9.84,9.72,9,No,4,1,1,No,4348
CLG0055,85,6.6,6.8,3,Yes,0,1,3,No,4349
CLG0071,91,5.47,5.93,7,No,3,4,5,No,4350
CLG0094,69,8.54,8.19,3,No,2,9,1,No,4351
CLG0058,100,8.67,9.03,10,Yes,5,5,4,No,4352
CLG0073,96,6.43,6.35,7,Yes,1,5,3,No,4353
CLG0019,74,6.49,6.72,2,Yes,4,3,1,No,4354
CLG0009,106,7.34,7.13,3,Yes,7,5,4,No,4355
CLG0023,110,5.11,4.94,8,No,10,7,2,No,4356
CLG0075,103,8.95,8.48,7,No,4,3,2,No,4357
CLG0013,95,6.59,7.06,3,Yes,4,5,5,No,4358
CLG0093,108,9.27,9.58,8,Yes,7,3,3,No,4359
CLG0031,110,9.01,8.6,9,No,10,1,0,No,4360
CLG0072,104,8.31,8.81,2,No,4,6,4,No,4361
CLG0019,87,6.62,6.73,2,Yes,3,3,5,No,4362
CLG0005,104,7.58,7.93,7,Yes,9,2,5,No,4363
CLG0091,117,7.22,6.79,8,No,8,3,5,No,4364
CLG0039,91,6.69,6.58,5,No,1,5,3,No,4365
CLG0014,131,9.24,9.41,2,Yes,0,5,1,No,4366
CLG0022,92,7.42,7.03,10,No,3,9,2,No,4367
CLG0022,100,9.16,9.15,5,No,9,9,1,No,4368
CLG0005,89,5.53,5.47,3,No,2,2,4,No,4369
CLG0062,103,5.71,5.43,9,No,8,6,3,No,4370
CLG0052,73,9.89,9.69,2,Yes,2,9,5,Yes,4371
CLG0080,91,7.94,8.41,9,No,2,9,2,Yes,4372
CLG0039,83,7.55,7.34,2,No,9,6,4,No,4373
CLG0026,102,7.62,7.33,1,Yes,6,1,2,No,4374
CLG0080,114,6.08,6.12,10,No,1,1,5,No,4375
CLG0056,109,8.59,8.76,6,Yes,10,9,2,Yes,4376
CLG0012,64,5.42,5.65,6,No,7,3,3,No,4377
CLG0080,130,7.87,8.12,4,Yes,5,5,3,Yes,4378
CLG0049,104,7.85,7.39,2,No,10,6,0,No,4379
CLG0012,88,9.57,9.46,10,No,8,1,0,No,4380
CLG0096,102,7.63,7.9,3,No,7,1,0,No,4381
CLG0005,102,5.69,6.09,6,No,3,4,0,No,4382
CLG0100,89,7.86,7.96,4,Yes,7,6,5,No,4383
CLG0092,102,5.46,5.01,5,No,3,8,1,No,4384
CLG0051,90,6.02,5.92,9,No,10,7,0,No,4385
CLG0004,93,5.16,4.73,5,Yes,4,2,1,No,4386
CLG0093,89,7.57,7.82,10,No,10,4,2,No,4387
CLG0083,78,5.42,4.98,8,Yes,9,5,1,No,4388
CLG0025,102,7.35,7.04,2,No,10,8,2,No,4389
CLG0099,108,9.66,9.58,6,Yes,6,7,0,No,4390
CLG0024,107,8.6,8.56,6,Yes,5,4,1,No,4391
CLG0056,112,5.39,5.3,5,No,4,8,2,Yes,4392
CLG0019,104,6.12,6.08,6,No,1,8,0,No,4393
CLG0023,92,8.37,8.58,5,No,4,4,5,No,4394
CLG0095,112,9.47,9.34,2,Yes,9,2,2,Yes,4395
CLG0083,79,5.16,5.21,5,Yes,6,3,3,No,4396
CLG0096,86,9.06,8.86,1,No,10,5,2,No,4397
CLG0077,85,7.81,7.66,3,No,5,1,0,No,4398
CLG0046,116,7.73,7.84,7,Yes,5,5,5,No,4399
CLG0018,114,9.79,9.78,4,No,4,4,4,Yes,4400
CLG0061,107,8.74,8.96,8,Yes,8,5,3,No,4401
CLG0071,116,9.25,9.31,3,No,0,1,1,No,4402
CLG0045,86,6.77,7.07,7,No,3,10,3,No,4403
CLG0088,105,7.77,7.71,2,Yes,6,7,0,No,4404
CLG0046,98,8.08,8.07,8,Yes,0,10,2,Yes,4405
CLG0017,112,6.61,6.78,3,Yes,10,9,4,Yes,4406
CLG0015,98,7.85,7.57,6,Yes,3,5,0,No,4407
CLG0073,94,6.18,6.07,2,No,5,3,5,No,4408
CLG0034,108,5.72,5.84,7,No,9,9,2,No,4409
CLG0099,113,6.87,6.4,4,No,7,6,5,No,4410
CLG0008,89,8.7,8.64,6,No,6,6,5,No,4411
CLG0050,99,9.58,9.68,2,Yes,8,10,0,No,4412
CLG0011,84,7.29,7.76,3,Yes,6,10,5,No,4413
CLG0088,62,8.21,8.59,3,Yes,2,3,4,No,4414
CLG0042,103,5.52,5.3,4,No,9,1,2,No,4415
CLG0094,109,9.52,9.53,1,No,3,4,4,No,4416
CLG0085,103,7.84,7.4,6,No,2,4,2,No,4417
CLG0043,70,8.9,8.64,6,No,8,3,3,No,4418
CLG0035,94,8.97,9.24,4,Yes,10,5,0,No,4419
CLG0059,66,6.28,5.9,8,No,10,9,1,No,4420
CLG0012,120,7.65,7.41,5,No,7,9,1,No,4421
CLG0073,83,9.8,10.24,10,No,9,8,0,No,4422
CLG0012,118,5.45,5.77,4,No,8,10,5,Yes,4423
CLG0028,114,8.42,8.7,7,Yes,9,6,5,Yes,4424
CLG0093,86,9.81,10.17,10,No,9,4,1,No,4425
CLG0046,83,6.5,6.75,10,No,1,2,4,No,4426
CLG0040,105,9.31,8.93,8,No,4,10,1,No,4427
CLG0099,87,9.67,9.69,2,Yes,4,3,0,No,4428
CLG0029,101,8.74,8.68,1,Yes,6,9,5,Yes,4429
CLG0070,92,6.16,5.97,6,Yes,3,1,3,No,4430
CLG0016,73,6.67,7,2,No,3,7,5,No,4431
CLG0046,66,5.18,5.14,8,Yes,7,10,0,No,4432
CLG0092,103,9.16,8.72,5,Yes,0,6,0,No,4433
CLG0065,91,9.25,9.02,2,No,5,2,2,No,4434
CLG0029,91,8.16,7.89,5,No,8,5,1,No,4435
CLG0052,110,6.76,7.15,2,Yes,1,2,1,No,4436
CLG0040,117,5.38,5.53,6,Yes,4,9,2,Yes,4437
CLG0006,95,8.77,8.83,8,Yes,9,5,4,No,4438
CLG0027,94,8.63,8.64,2,No,9,6,4,No,4439
CLG0037,107,9.56,9.71,6,No,8,4,5,No,4440
CLG0022,79,8.65,8.9,6,Yes,10,1,2,No,4441
CLG0007,103,9.14,9.19,1,Yes,3,3,1,No,4442
CLG0001,108,8.73,9.17,9,Yes,8,5,4,No,4443
CLG0077,110,8.15,8.63,8,Yes,7,3,4,No,4444
CLG0048,70,7.13,7.63,4,No,8,8,3,No,4445
CLG0051,88,9.51,9.68,7,No,1,2,4,No,4446
CLG0014,86,8.25,8.68,4,Yes,9,2,1,No,4447
CLG0079,101,6.99,6.89,8,No,4,1,3,No,4448
CLG0012,107,5.42,5.78,10,No,9,1,3,No,4449
CLG0049,122,6.45,6.86,2,No,8,4,5,No,4450
CLG0041,92,7.72,8.12,2,No,4,8,1,No,4451
CLG0068,92,6.38,6.71,3,Yes,3,8,2,No,4452
CLG0085,117,6.11,6.02,4,Yes,7,8,0,No,4453
CLG0002,104,7.64,7.3,6,Yes,5,1,4,No,4454
CLG0085,119,5.85,5.68,5,Yes,1,1,5,No,4455
CLG0062,104,9,9.27,10,Yes,7,7,2,No,4456
CLG0057,82,7.42,7.15,10,No,4,7,0,No,4457
CLG0014,80,7.87,7.85,7,No,6,10,1,No,4458
CLG0044,76,5.74,5.81,6,No,3,5,4,No,4459
CLG0066,109,6.62,6.72,4,No,8,8,2,No,4460
CLG0075,117,7.05,7.49,10,No,1,6,0,No,4461
CLG0037,127,9.04,9.2,9,No,9,1,5,Yes,4462
CLG0078,112,8.85,9.14,7,Yes,8,7,1,No,4463
CLG0047,117,6.11,6.19,1,No,3,8,5,Yes,4464
CLG0061,91,8.08,8.41,8,Yes,5,8,3,Yes,4465
CLG0084,82,6.22,5.98,4,No,4,10,3,No,4466
CLG0099,112,9.94,9.65,7,No,2,9,3,Yes,4467
CLG0027,106,9.76,10.19,2,Yes,6,3,1,No,4468
CLG0049,101,7.82,8.01,3,Yes,3,2,0,No,4469
CLG0060,105,8.49,8.66,1,No,0,8,1,No,4470
CLG0070,104,9.01,8.98,2,No,7,4,3,No,4471
CLG0071,119,8.6,8.48,5,No,2,2,1,No,4472
CLG0045,119,8.5,8.56,2,Yes,5,2,4,Yes,4473
CLG0001,108,9.79,9.41,6,No,1,2,0,No,4474
CLG0013,112,7.98,7.93,6,Yes,8,5,5,No,4475
CLG0038,107,8.18,8.14,6,No,3,8,4,Yes,4476
CLG0017,93,9.25,9.29,3,No,6,9,5,Yes,4477
CLG0100,111,8.35,8.48,3,Yes,8,6,3,Yes,4478
CLG0038,79,8.66,9.12,10,Yes,10,8,0,No,4479
CLG0001,115,6.17,6.32,7,Yes,2,6,4,No,4480
CLG0001,82,6.86,7.24,4,No,2,1,1,No,4481
CLG0083,104,5.74,5.8,6,No,2,9,2,No,4482
CLG0030,87,7.53,7.66,8,Yes,4,10,5,No,4483
CLG0077,108,7.28,6.85,3,Yes,9,7,1,No,4484
CLG0007,99,9.99,9.62,9,Yes,5,2,3,No,4485
CLG0020,76,8.06,8.14,9,Yes,2,3,2,No,4486
CLG0044,106,8.93,8.83,3,No,9,2,5,No,4487
CLG0073,91,6.67,6.97,6,No,8,9,0,No,4488
CLG0013,113,9.16,9.2,5,No,0,8,5,Yes,4489
CLG0039,100,8.08,8.46,4,Yes,6,5,2,No,4490
CLG0020,105,8.48,8.95,8,No,10,4,5,No,4491
CLG0089,85,6.47,6.12,10,Yes,8,7,5,No,4492
CLG0005,91,7.74,7.63,9,No,4,9,0,No,4493
CLG0052,93,8.17,8.33,9,No,2,8,4,Yes,4494
CLG0025,112,7.95,7.76,5,Yes,9,8,5,Yes,4495
CLG0012,125,9.58,9.35,5,Yes,3,2,4,Yes,4496
CLG0090,87,9.49,9.8,3,No,7,10,5,Yes,4497
CLG0056,116,9.85,10.33,9,No,2,9,5,Yes,4498
CLG0086,67,8.34,8.61,1,No,4,2,4,No,4499
CLG0001,82,9.86,9.88,3,Yes,2,8,4,Yes,4500
CLG0072,85,9.16,9.1,7,Yes,5,5,5,No,4501
CLG0100,79,6.35,6.39,7,Yes,0,6,4,No,4502
CLG0049,76,7.14,7.1,5,Yes,6,10,2,No,4503
CLG0067,106,6.19,6.19,6,No,10,9,0,No,4504
CLG0022,96,5.02,4.72,4,No,5,8,4,No,4505
CLG0085,105,5.94,6.34,8,No,5,5,4,No,4506
CLG0085,110,5.02,5.27,4,Yes,2,6,0,No,4507
CLG0031,103,8.6,8.78,10,Yes,0,5,2,No,4508
CLG0001,109,7.13,7.58,6,No,10,9,5,No,4509
CLG0027,98,6.56,6.34,5,No,0,5,4,No,4510
CLG0002,82,8.81,8.39,10,No,6,6,5,No,4511
CLG0093,115,9.16,9.49,6,No,3,1,5,Yes,4512
CLG0001,91,9.88,10.38,3,No,5,8,2,Yes,4513
CLG0042,85,8.21,8.29,3,No,3,8,4,Yes,4514
CLG0008,97,7.31,6.87,10,No,7,8,2,No,4515
CLG0035,86,6.53,6.81,7,Yes,8,7,5,No,4516
CLG0035,93,6.11,5.68,1,No,1,7,3,No,4517
CLG0007,105,6.06,6.1,1,No,0,6,4,No,4518
CLG0023,105,7.05,6.83,1,No,0,7,4,No,4519
CLG0023,86,9.96,10.38,6,No,6,9,5,Yes,4520
CLG0046,92,5,4.95,4,Yes,1,5,5,No,4521
CLG0019,116,5.99,6.39,6,No,2,9,5,Yes,4522
CLG0079,107,5.94,5.74,1,No,3,9,1,No,4523
CLG0072,131,8.59,8.48,4,No,8,4,1,No,4524
CLG0097,117,6.76,7.21,4,Yes,9,9,5,Yes,4525
CLG0099,117,7.29,6.99,2,No,1,8,5,Yes,4526
CLG0013,79,5.74,5.82,1,No,9,5,5,No,4527
CLG0050,111,7.02,6.91,8,No,1,10,2,Yes,4528
CLG0031,99,5.52,5.79,6,Yes,0,3,1,No,4529
CLG0071,91,7.67,7.3,4,No,7,9,2,No,4530
CLG0084,102,5.49,5.43,2,No,7,3,4,No,4531
CLG0038,114,8.95,9.15,5,No,4,3,4,Yes,4532
CLG0057,107,7.83,7.74,9,Yes,2,3,5,No,4533
CLG0008,86,8.62,8.18,7,Yes,0,1,3,No,4534
CLG0100,111,7.09,7.3,4,No,1,6,3,No,4535
CLG0014,90,6.91,6.91,5,Yes,8,3,1,No,4536
CLG0094,103,5.49,5,8,No,7,10,5,No,4537
CLG0051,95,7.62,7.73,5,Yes,9,3,5,No,4538
CLG0009,96,7.57,7.99,6,No,10,9,4,No,4539
CLG0013,111,7.34,6.95,10,No,3,7,2,No,4540
CLG0076,84,8.7,8.79,6,Yes,2,8,1,No,4541
CLG0066,129,9.16,9.39,8,Yes,4,1,3,Yes,4542
CLG0038,72,8.75,8.32,5,No,7,8,0,No,4543
CLG0021,91,5.72,5.24,1,No,9,8,2,No,4544
CLG0029,105,8.11,8.07,4,Yes,5,8,5,Yes,4545
CLG0084,108,5.4,5.69,3,No,9,6,0,No,4546
CLG0050,98,8.47,8.13,2,No,10,10,1,No,4547
CLG0064,99,6.91,7.25,7,Yes,3,5,1,No,4548
CLG0009,106,5.66,5.82,7,Yes,7,4,0,No,4549
CLG0015,96,9.31,9.14,8,No,3,9,1,No,4550
CLG0053,120,8.07,8.09,10,No,4,7,1,No,4551
CLG0097,112,6.77,7.24,5,Yes,1,1,4,No,4552
CLG0053,113,5.15,4.87,1,No,9,1,5,No,4553
CLG0071,85,7.69,7.69,6,Yes,3,1,2,No,4554
CLG0003,98,9.62,9.74,6,No,9,4,3,No,4555
CLG0087,95,7.98,7.62,8,No,9,9,5,No,4556
CLG0022,84,9.86,9.4,10,No,2,3,4,No,4557
CLG0039,105,5.68,5.19,2,No,7,10,1,No,4558
CLG0077,91,7.84,7.66,9,No,7,1,3,No,4559
CLG0009,109,8.99,8.56,6,No,6,1,1,No,4560
CLG0034,83,7.63,7.93,1,Yes,5,3,5,No,4561
CLG0012,125,5.46,5.96,9,No,8,7,2,No,4562
CLG0034,86,7.91,7.47,8,Yes,3,8,1,No,4563
CLG0045,103,8.06,7.99,10,No,3,4,0,No,4564
CLG0097,111,8.64,8.17,1,No,5,2,0,No,4565
CLG0050,91,8.81,8.44,8,No,0,7,0,No,4566
CLG0099,112,8.85,8.67,7,Yes,1,9,0,Yes,4567
CLG0028,81,8.32,8.21,5,Yes,1,10,3,Yes,4568
CLG0039,121,6.08,6.52,6,No,9,6,5,No,4569
CLG0003,100,7.02,6.92,4,Yes,3,2,0,No,4570
CLG0047,91,8.88,8.88,9,Yes,4,9,1,No,4571
CLG0012,95,9.77,9.52,9,No,1,7,4,No,4572
CLG0043,112,5.39,4.89,10,Yes,7,9,1,No,4573
CLG0077,91,7.68,8.08,1,Yes,4,2,1,No,4574
CLG0067,88,6.56,6.14,9,No,7,10,1,No,4575
CLG0018,96,6.13,6.59,3,Yes,8,4,1,No,4576
CLG0090,82,7.53,7.16,2,No,10,6,4,No,4577
CLG0010,127,8.03,8.13,4,No,8,10,0,Yes,4578
CLG0004,91,5.05,5.55,4,No,3,7,2,No,4579
CLG0012,112,8.9,8.54,9,No,9,3,3,Yes,4580
CLG0053,103,9.1,9.02,4,No,1,10,4,Yes,4581
CLG0051,85,9.83,10.11,5,Yes,10,5,4,No,4582
CLG0016,99,5.9,5.43,6,Yes,1,4,4,No,4583
CLG0017,111,7.97,8.16,4,No,4,5,3,Yes,4584
CLG0095,97,7.13,6.71,1,No,9,6,1,No,4585
CLG0026,117,6.67,6.41,2,No,3,6,5,No,4586
CLG0002,115,7.83,7.49,3,No,5,7,3,No,4587
CLG0029,113,8.91,9.32,4,No,8,6,4,Yes,4588
CLG0094,93,5.12,4.8,5,No,6,6,1,No,4589
CLG0047,83,9.85,9.39,10,No,10,4,4,No,4590
CLG0011,90,9.05,9.14,10,No,3,2,2,No,4591
CLG0034,102,8.76,8.61,3,No,6,10,0,No,4592
CLG0071,108,8.8,8.71,1,No,1,7,0,No,4593
CLG0029,67,6.95,6.57,8,No,4,7,4,No,4594
CLG0097,99,8.76,9.01,8,No,10,3,1,No,4595
CLG0049,102,6.93,7.03,4,No,8,5,2,No,4596
CLG0091,95,9.49,9.35,7,No,10,6,2,No,4597
CLG0016,119,5.89,5.56,4,No,8,10,5,Yes,4598
CLG0081,106,6.46,6.55,3,No,3,9,1,No,4599
CLG0075,119,7.76,8.04,7,No,7,3,1,No,4600
CLG0014,96,6.6,6.41,6,Yes,4,3,2,No,4601
CLG0013,114,7.12,6.65,1,No,2,5,0,No,4602
CLG0035,124,7.46,7.17,9,Yes,5,2,0,No,4603
CLG0090,119,9.28,9.46,2,No,3,3,2,Yes,4604
CLG0052,83,7.62,8.11,3,No,2,6,3,No,4605
CLG0025,96,6.81,6.32,5,No,3,3,2,No,4606
CLG0059,94,6.24,6.05,3,No,0,1,4,No,4607
CLG0076,107,7.04,6.6,3,No,9,7,5,No,4608
CLG0068,110,7.58,7.4,8,No,7,7,3,No,4609
CLG0042,87,8.73,8.64,4,No,8,2,1,No,4610
CLG0048,101,5.61,6.03,10,No,5,5,2,No,4611
CLG0091,69,6.11,5.69,2,No,4,9,2,No,4612
CLG0045,121,6.9,7.18,5,Yes,8,3,3,No,4613
CLG0072,92,6.8,6.7,2,No,3,8,2,No,4614
CLG0072,100,6.96,7.27,10,Yes,0,4,4,No,4615
CLG0029,95,8.97,8.98,8,No,10,3,0,No,4616
CLG0003,117,6.62,6.16,3,Yes,6,2,2,No,4617
CLG0021,57,7.51,7.96,2,No,0,9,0,No,4618
CLG0031,99,8.12,7.7,3,No,8,5,1,No,4619
CLG0013,98,6.16,6.26,3,Yes,3,9,1,No,4620
CLG0095,93,8.59,8.97,1,No,2,8,2,Yes,4621
CLG0081,125,7.74,7.32,3,No,3,3,1,No,4622
CLG0048,86,7.23,7.28,3,Yes,0,4,2,No,4623
CLG0096,111,9.05,9.37,4,No,5,6,0,No,4624
CLG0024,105,6.22,6.71,8,No,6,10,3,No,4625
CLG0002,118,9.42,9.64,9,No,6,5,2,Yes,4626
CLG0003,89,7.81,7.59,1,No,4,10,5,No,4627
CLG0026,89,8.05,8.25,1,Yes,9,10,3,Yes,4628
CLG0002,116,9.38,9.59,6,No,9,3,0,No,4629
CLG0033,106,9.09,9.29,1,No,4,5,0,No,4630
CLG0034,76,8.01,8.36,5,No,5,5,3,No,4631
CLG0090,91,8.77,8.36,1,No,9,9,5,Yes,4632
CLG0098,105,7.17,6.78,8,No,7,4,2,No,4633
CLG0038,112,7.74,7.88,5,No,8,8,3,Yes,4634
CLG0078,89,5.31,5.76,6,Yes,5,4,2,No,4635
CLG0095,56,5.45,5.42,4,Yes,2,10,5,No,4636
CLG0020,107,9.15,9.61,8,No,5,2,2,No,4637
CLG0010,81,5.3,5.74,9,No,3,3,3,No,4638
CLG0084,69,5.85,6.25,9,Yes,3,4,0,No,4639
CLG0033,57,8.98,9.39,1,No,10,8,4,Yes,4640
CLG0045,112,5.01,5.41,7,No,10,9,1,No,4641
CLG0060,101,6.41,6.73,4,Yes,6,6,4,No,4642
CLG0066,96,7.92,8.11,10,No,5,8,0,No,4643
CLG0061,120,7.98,7.5,8,No,7,10,1,No,4644
CLG0051,109,8.89,8.52,7,No,10,5,5,No,4645
CLG0012,124,7.53,7.16,1,Yes,7,5,5,No,4646
CLG0080,79,7.55,7.07,1,Yes,2,8,3,No,4647
CLG0009,99,8.63,8.25,1,No,10,4,4,No,4648
CLG0011,75,7.49,7.91,2,No,3,3,2,No,4649
CLG0021,96,8.04,8.2,10,Yes,1,10,0,No,4650
CLG0076,96,9.49,9.3,2,No,0,2,0,No,4651
CLG0068,109,7.01,7.3,9,No,6,8,5,No,4652
CLG0026,100,6.93,6.92,5,No,7,5,0,No,4653
CLG0063,109,5.02,4.66,1,No,7,6,5,No,4654
CLG0019,110,8.07,8.45,7,Yes,5,9,4,Yes,4655
CLG0017,132,5.15,4.99,10,No,6,3,2,No,4656
CLG0044,95,7.52,7.72,2,No,7,4,4,No,4657
CLG0061,85,9.02,8.81,3,Yes,3,2,2,No,4658
CLG0001,103,7.75,7.75,4,No,7,6,1,No,4659
CLG0072,87,6.35,6.67,3,Yes,5,9,3,No,4660
CLG0058,122,8.93,8.59,3,No,6,2,5,Yes,4661
CLG0094,95,6.35,6.83,9,No,9,5,0,No,4662
CLG0041,91,8.67,8.24,4,No,6,10,2,Yes,4663
CLG0024,92,8.05,8.08,8,Yes,7,1,4,No,4664
CLG0043,110,5.85,6.27,1,No,10,4,5,No,4665
CLG0081,97,9.53,9.98,6,No,4,8,5,Yes,4666
CLG0094,90,6,5.73,1,No,1,3,5,No,4667
CLG0009,124,9.95,9.59,5,Yes,7,4,4,Yes,4668
CLG0066,87,5.04,5.26,7,Yes,0,2,0,No,4669
CLG0090,100,6.32,5.86,1,Yes,1,9,0,No,4670
CLG0032,109,6,5.99,9,Yes,4,5,0,No,4671
CLG0091,75,5.07,5.37,9,Yes,3,3,1,No,4672
CLG0041,107,8.66,8.72,6,No,10,10,3,Yes,4673
CLG0011,84,8.47,8.16,2,Yes,1,7,5,No,4674
CLG0065,112,8.96,8.95,2,No,3,1,2,Yes,4675
CLG0018,85,6.28,6.7,9,Yes,6,9,0,No,4676
CLG0008,110,7.22,7.34,4,No,4,7,2,No,4677
CLG0027,116,8.3,8.52,6,No,3,1,4,Yes,4678
CLG0082,112,7.2,7.04,10,Yes,1,4,3,No,4679
CLG0009,103,8.49,8.18,2,Yes,1,7,3,No,4680
CLG0002,96,8.17,7.93,4,Yes,0,4,2,No,4681
CLG0081,91,5.57,5.6,2,No,9,7,4,No,4682
CLG0075,122,8.91,8.69,3,No,5,3,4,Yes,4683
CLG0046,89,8.6,8.64,2,No,5,4,1,No,4684
CLG0070,84,8.28,8.49,8,Yes,3,3,5,No,4685
CLG0005,109,5.78,6.01,5,No,8,4,0,No,4686
CLG0012,88,6.34,6,5,No,3,10,4,No,4687
CLG0044,85,6.97,7.22,8,Yes,2,3,0,No,4688
CLG0042,78,6.4,6.57,8,Yes,10,10,0,No,4689
CLG0099,92,6.14,5.65,7,Yes,9,10,2,No,4690
CLG0088,98,9.03,8.59,5,No,8,5,5,No,4691
CLG0030,103,8.19,8.34,7,No,0,4,0,No,4692
CLG0052,114,7.83,7.71,1,Yes,1,3,2,No,4693
CLG0081,107,6.13,5.78,3,No,0,5,3,No,4694
CLG0047,97,9.59,9.13,3,Yes,6,10,4,Yes,4695
